complaint_id,complaint_text,category,sentiment,priority,language_ratio
CMP000155,"same  tracking number pe multiple parcels dikh rahe hain still chat support me sirf bot hi bot hai, koi live agent nahi 🙄 ab kya karu...",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP000156,"kindly check, mujhe Jaipur se order kiya tha item out of stock dikh raha hai but ads me available but kisi ne update dene ki bhi zarurat nahi samjhi traacking id TRK1682046 🙄 plzz resolve this",Stock Issue,Negative,Medium,35% Hindi / 65% English
CMP000157,"kindly  check, mujhe Lucknow se order kiya tha fake assurance di ki original product hai 2499 rupaye ka order tha tracking id TRK6426605 order no 532373 ⚠️ need immediate help",Seller Complaint,Negative,Critical,60% Hindi / 40% English
CMP000158,"team, exchange request me size change nahi ho raha 399 rupaye ka order tha plzz resolve this...",Exchange,Negative,Medium,55% Hindi / 45% English
CMP000159,"team,  mujhe Delhi se order kiya tha gift pack expected tha but noral dirty box aaya still parcel ka status 48 ghante se same hai 🤦 thanks but no thanks...",Packaging,Negative,Low,55% Hindi / 45% English
CMP000160,"yrr,  mujhe Jaipur se order kiya tha tracking page open hi nahi hota order no 686464 need immediate help",Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP000161,mujhe Jaipur se order kiya tha app pe price alag tha aur checkout pe mehnga ho gaya still mera time aur paisa dono waste hua very disappointing,Price Mismatch,Negative,Medium,55% Hindi / 45% English
CMP000162,app very slow hai especially checkout pe 199 rupaye ka order tha 🥲 jaldi fix kro,App Performance,Negative,Medium,25% Hindi / 75% English
CMP000163,"plz  help, mujhe Bhopal se order kiya tha discount show hua par final amount same raha aur maiine 2 baar complaint raise kiya but same canned reply mil rha h isko seriously lo",Coupon Issue,Negative,Medium,45% Hindi / 55% English
CMP000164,"sir,  discount ke baad bhi amount expected se zyada aaya tracking id TRK6524481 please expedite",Price Mismatch,Negative,Medium,55% Hindi / 45% English
CMP000165,"madam,  mujhe Ranchi se order kiya tha colour aur variant totally alag nikla fir bhi mera time aur paisa dono waste hua 😡 plzz resolve this!",Wrong Product,Negative,Medium,45% Hindi / 55% English
CMP000166,"madam, replacement item bhi same issue ke saath aaya 😡 isko seriously lo",Exchange,Negative,High,55% Hindi / 45% English
CMP000167,"bhai, parcels handle bahut rough tarike se hote h 599 rupaye ka order tha thanks but no thanks!!",Courier Experience,Negative,Medium,70% Hindi / 30% English
CMP000168,"mujhe  Indore se order kiya tha pickup slot aaya but rider ne cancel kar diya still details me bola tha original quality, par aisa laga local copy h 2499 rupaye ka order tha order no 840532 😭 thanks but no thanks",Return Pickup,Negative,High,60% Hindi / 40% English
CMP000169,"plz look into, courier wale baar baar reschedule kar rahe h fir bhi delivery boy ne call bhi nahi kiya 1299 rupaye ka order tha waiting for reply!",Delivery Delay,Negative,High,70% Hindi / 30% English
CMP000170,mujhe Mumbai se order kiya tha return approve hua fir bhi paisa stuck h tracking id TRK3976601 💔 hope you understaur,Refund,Negative,High,55% Hindi / 45% English
CMP000171,"mujhe Gurgaon se order kiya tha checkout pe error aaya, twice attempt kiya aur dono baar problem hua but delivery boy ne call bhi nahi kiya 799 rupaye ka order tha tracking id TRK9814602 order no 738419 waiting for reply...",Payment Issue,Negative,Critical,50% Hindi / 50% English
CMP000172,"yrr, mujhe Ranchi se order kiya tha delivery partner ka status confuse kar rha h 🤦 need immediate help!!",Tracking Issue,Negative,High,60% Hindi / 40% English
CMP000173,cashback pending bahut long time se hai order no 451387 ab kya karu,Cashback,Negative,Low,45% Hindi / 55% English
CMP000174,"team, mujhe Nagpur se order kiya tha lag raha h koi scam type issue hai kyunki payment bhi gaya aur order bhi nahi order no 384685 😡 very disappointing",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP000175,"plz  look into, otp aa hi nahi raha but app pe jo dikhaya gaya tha wo reality se match nahi karta ☹️ need immediate help",Account/Login,Negative,High,30% Hindi / 70% English
CMP000176,"plz help, difference amount pay kiya fir bhi exchange process stuck h but chat support me sirf bot hi bot hai, koi live agent nahi 😡 jaldi fix kro",Exchange,Negative,Medium,60% Hindi / 40% English
CMP000177,return  pickup 2 baar reschedule hui 2499 rupaye ka order tha 🥲 isko seriously lo,Return Pickup,Negative,Critical,60% Hindi / 40% English
CMP000178,overall experience bahut inconsistent raha but order summary aur actual item me mismatch hai very disappointng,Other,Negative,Low,60% Hindi / 40% English
CMP000179,"sir, card charge hua but app me failed dikha rha h lekin order summary aur actual item me mismatch hai waiting for reply",Payment Issue,Negative,High,50% Hindi / 50% English
CMP000180,"kindly check, seller ne used item ship kar diya still maine 2 baar complaint raise kiya but same canned reply mil rha h ☹️ hope you understaur!",Seller Complaint,Negative,High,50% Hindi / 50% English
CMP000181,"hello,  mujhe Ahmedabad se order kiya tha OTP mangne se pehle hi status update kar diya lekin order summary aur actual item me mismatch hai tracking id TRK3302174 🤦 please expedite",Courier Experience,Negative,Medium,70% Hindi / 30% English
CMP000182,"urgent, received item was cracked, packaging bhi weak thi jaldi fix kro...",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP000183,"yrr,  item out of stock dikh raha hai but ads me available fir bhi mera time aur paisa dono waste hua 1999 rupaye ka order tha tracking id TRK1866037 order no 759868 very disappointing",Stock Issue,Negative,Medium,35% Hindi / 65% English
CMP000184,mujhe Patna se order kiya tha return approve hua fir bhi paisa stuck h tab bhi maine 2 baar complaint raise kiya but same canned reply mil rha h 😑 very disappointing,Refund,Negative,High,65% Hindi / 35% English
CMP000185,"bhai, polythene torn thi aur tape bhi half-stick tha plzz resolve this",Packaging,Negative,Medium,65% Hindi / 35% English
CMP000186,"team, coupon apply kiya tha but checkout pe vanish ho gaya fir bhi chat support me sirf bot hi bot hai, koi live agent nahi 😡 need immediate help",Coupon Issue,Negative,High,45% Hindi / 55% English
CMP000187,"plz  look into, mujhe Patna se order kiya tha courier staff ne wrong address bolke return mark kar diya 1299 rupaye ka order tha 😤 hope you understaur??",Courier Experience,Negative,Medium,70% Hindi / 30% English
CMP000188,"plz help, mujhe Delhi se order kiya tha support team issue samajh hi nahi rahi very disappointing",Customer Support,Negative,Critical,70% Hindi / 30% English
CMP000189,"please look into, mujhe Delhi se order kiya tha item out of stock dikh raha hai but ads me available 1299 rupaye ka order tha 😑 plzz resolve this",Stock Issue,Negative,Low,40% Hindi / 60% English
CMP000190,"kindly check, chat bot same reply copy-paste kar rha h aur maine 2 baar complaint raise kiya but same canned reply mil rha h waiting for reply",Customer Support,Negative,Medium,70% Hindi / 30% English
CMP000191,mujhe Patna se order kiya tha item out of stock dikh raha hai but ads me available order no 871185 🥲 very disappointing,Stock Issue,Negative,Low,40% Hindi / 60% English
CMP000192,muujhe  Indore se order kiya tha promo code invalid bol rha h though code sahi tha but kisi ne update dene ki bhi zarurat nahi samjhi 499 rupaye ka order tha very disappointing,Coupon Issue,Negative,Low,45% Hindi / 55% English
CMP000193,"plz help, mujhe Indore se order kiya tha reward points vanish ho gaye and mera time aur paisa dono waste hua please expedite",Cashback,Negative,Low,55% Hindi / 45% English
CMP000194,delivery boy rude tha aur call pe hang up kar diya tab bhi mera time aur paisa dono waste hua 399 rupaye ka order tha tracking id TRK8959326 💔 hope you understaur?,Courier Experience,Negative,Medium,60% Hindi / 40% English
CMP000195,"plz hep, pickup boy aaya hi nahi aur reqquest cancel ho gayi fir bhi parcel ka status 48 ghane se same hai 3499 rupaye ka order tha jaldi fix kro",Return,Negative,High,65% Hindi / 35% English
CMP000196,"madam, mujhe Patna se order kiya tha refund ke bina return close ho gaya tracking id TRK8943827 😒 ab kya karu",Return,Negative,High,65% Hindi / 35% English
CMP000197,colour aur variant totally alag nikla lekin mera time aur paisa dono waste hua 199 rupaye ka order tha jaldi fix kro,Wrong Product,Negative,High,45% Hindi / 55% English
CMP000198,"please  look into, amount 999 cut hua but transaction history me mismatch hai lekin chat support me sirf bot hi bot hai, koi live agent nahi 999 rupaye ka order tha order no 134303 hope you understand",Payment Issue,Negative,Critical,50% Hindi / 50% English
CMP000199,"plz help, sort by price work nahi kar raha fir bhi chat support me sirf bot hi bot hai, koi live agent nahi 599 rupaye ka order tha waiting for reply??",Search/Filter,Negative,Low,35% Hindi / 65% English
CMP000200,"madam, mujhe Raipur se order kiya tha UPI se pay kiya tha, money gaya aur confirmation fail ho gaya still maine 2 baar complaint raise kiya but same canned reply mil rha h thanks but no thanks",Payment Issue,Negative,High,50% Hindi / 50% English
CMP000201,"team, free delivery offer apply nahi hua tracking id TRK8470161 ab kya karu!!",Coupon Issue,Negative,High,55% Hindi / 45% English
CMP000202,"sir, product mismatch hai aur seller ne ignore kar diya aur kisi ne update dene ki bhi zarurat nahi samjhi 599 rupaye ka order tha 😭 hope you understaur...",Wrong Product,Negative,Medium,45% Hindi / 55% English
CMP000203,"hello,  image prevview freeze ho jati hai aur delivery boy ne call bhi nahi kiya plz expedite??",App Performance,Negative,Medium,25% Hindi / 75% English
CMP000204,"hello, mujhe Patna se order kiya tha seller ne misleading photo dala tha fir bhi order summary aur actual item me mismatch hai 💔 waiting for reply!",Seller Complaint,Negative,Critical,60% Hindi / 40% English
CMP000205,"plz help, same location pe parcel stuck dikh rha h tracking id TRK3297254 order no 682813 jaldi fix kro",Tracking Issue,Negative,High,50% Hindi / 50% English
CMP000206,"urgent, courier staff ne wrong address bolke return mark kar diya tracking id TRK5106228 hope you understaur?",Courier Experience,Negative,High,60% Hindi / 40% English
CMP000207,"yrr, mujhe Noida se order kiya tha password reset link expired bol rha h 🥲 thanks but no thanks",Account/Login,Negative,Medium,40% Hindi / 60% English
CMP000208,"kindly check, mujhe Patna se order kiya tha fake assurance di ki original product hai aur chat support me sirf bot hi bot hai, koi live agent nahi 499 rupaye ka order tha thanks but no thanks!",Seller Complaint,Negative,Critical,60% Hindi / 40% English
CMP000209,"plz help, mujhe Ranchi se order kiya tha pickup boy aaya hi nahi aur request cancel ho gayi 499 rupaye ka order tha order no 422361 😤 isko seriously lo",Return,Negative,High,55% Hindi / 45% English
CMP000210,"kindly check, chat bot same reply copy-paste kar rha h fir bhi chat support me sirf bot hi bot hai, koi live agent nahi order no 803175 😒 please expedite",Customer Support,Negative,Critical,70% Hindi / 30% English
CMP000211,"dear team, mujhe Mumbai se order kiya tha pickup slot aaya but rider ne cancel kar diya tab bhi kisi ne update dene ki bhi zarurat nahi samjhi tracking id TRK8115080 plzz resolve this",Return Pickup,Negative,High,55% Hindi / 45% English
CMP000212,tracking  page open hi nahi hota tracking id TRK9248490 💔 plzz resolve this,Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP000213,"yrr, same tracking number pe multiple parcels dikh rahe hain but app pe jo dikhaya gaya tha wo reality se match nahi karta order no 598940 need immediate help",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP000214,"plz help, search results load hi nahi hote aur delivery boy ne call bhi nahi kiya order no 629315 hope you understaur",App Bug,Negative,Critical,25% Hindi / 75% English
CMP000215,"urgent,  invoice me 2 items the but parccel me 1 hi mila 😑 jaldi fix kro!",Missing Item,Negative,High,55% Hindi / 45% English
CMP000216,"bhai,  saved item open karte hi disappear ho jata h tab bhi details me bola tha original quality, par aisa laga local copy h 999 rupaye ka order tha 💔 hope you understand?",Wishlist,Neutral,Low,35% Hindi / 65% English
CMP000217,"kindly check, return approve hua fir bhi paisa stuck h order no 754911 😑 waiting for reply",Refund,Negative,High,55% Hindi / 45% English
CMP000218,"yrr, mujhe Bhopal se order kiya tha courier staff ne wrong address bolke return mark kar diya order no 481969 ab kya karu",Courier Experience,Negative,High,70% Hindi / 30% English
CMP000219,"yrr,  wallet me refd show ho rha but bank me kuch nahi tracking id TRK3952542 hope you understand!!",Refund,Negative,High,65% Hindi / 35% English
CMP000220,tracking TRK7851404 4 din se update nahi hua 💔 plzz resolve this,Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP000221,return pickup 2 baar reschedule hui but mera time aur paisa dono waste hua 🙄 need immediate help,Return Pickup,Negative,High,55% Hindi / 45% English
CMP000222,"kindly check, mujhe Patna se oder kiya tha offer page pe cashback dikhaya aur baad me gayab order no 960085 hope you understaur...",Cashback,Negative,Medium,45% Hindi / 55% English
CMP000223,mujhe Jaipur se order kiya tha app frequently lag kar rahi hai 💔 isko seriously lo!!,App Performance,Negative,High,25% Hindi / 75% English
CMP000224,mujhe  Lucknow se order kiya tha refund ticket T58224 open hai par koi update nahi 🙄 waiting for reply,Refund,Negative,High,55% Hindi / 45% English
CMP000225,"dear team, mujhe Raipur se order kiya tha shipment TRK8686718 abhi tak move hi nahi hua 499 rupaye ka order tha tracking id TRK8686718 isko seriously lo",Delivery Delay,Negative,High,60% Hindi / 40% English
CMP000226,mujhe Delhi se order kiya tha overall experience bahut inconsistent raha oder no 365978 🤦 very disappointing!!,Other,Negative,High,50% Hindi / 50% English
CMP000227,"sir,  disscount show hua par final amount same raha tracking id TRK8381800 jaldi fix kro...",Coupon Issue,Negative,High,55% Hindi / 45% English
CMP000228,"team,  mujhe Delhi se order kiya tha email pe 3 baar likha, reply bas auto-generated aaya 😒 plzz resolve this",Customer Support,Negative,Critical,70% Hindi / 30% English
